index,Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Score,Sets_Played,Tie_Breaks
59538,BNP Paribas Open,2023-03-10,Masters 1000,Outdoor,Hard,2nd Round,3,Garin C.,Nishioka Y.,Garin C.,97,34,6-4 6-0    ,2,0
59539,BNP Paribas Open,2023-03-10,Masters 1000,Outdoor,Hard,2nd Round,3,Schwartzman D.,Ruud C.,Ruud C.,38,4,2-6 3-6    ,2,0
59540,BNP Paribas Open,2023-03-10,Masters 1000,Outdoor,Hard,2nd Round,3,Ruusuvuori E.,Bautista Agut R.,Ruusuvuori E.,59,27,7-6 6-2    ,2,1
59541,BNP Paribas Open,2023-03-10,Masters 1000,Outdoor,Hard,2nd Round,3,Tsitsipas S.,Thompson J.,Thompson J.,3,87,6-7 6-4 6-7   ,3,2
59542,BNP Paribas Open,2023-03-10,Masters 1000,Outdoor,Hard,2nd Round,3,Tabilo A.,Cressy M.,Tabilo A.,187,37,7-6 7-6    ,2,2
59543,BNP Paribas Open,2023-03-10,Masters 1000,Outdoor,Hard,2nd Round,3,Wu Y.,Davidovich Fokina A.,Davidovich Fokina A.,67,28,4-6 1-6    ,2,0
59544,BNP Paribas Open,2023-03-10,Masters 1000,Outdoor,Hard,2nd Round,3,Zverev A.,Cachin P.,Zverev A.,14,66,6-3 6-1    ,2,0
59545,BNP Paribas Open,2023-03-10,Masters 1000,Outdoor,Hard,2nd Round,3,Shapovalov D.,Humbert U.,Humbert U.,30,77,5-7 4-6    ,2,0
59546,BNP Paribas Open,2023-03-11,Masters 1000,Outdoor,Hard,2nd Round,3,Daniel T.,Berrettini M.,Daniel T.,103,23,7-6 0-6 6-3   ,3,1
59547,BNP Paribas Open,2023-03-11,Masters 1000,Outdoor,Hard,2nd Round,3,Otte O.,Khachanov K.,Khachanov K.,82,15,3-6 3-6    ,2,0
59548,BNP Paribas Open,2023-03-11,Masters 1000,Outdoor,Hard,2nd Round,3,Medvedev D.,Nakashima B.,Medvedev D.,6,48,6-4 6-3    ,2,0
59549,BNP Paribas Open,2023-03-11,Masters 1000,Outdoor,Hard,2nd Round,3,Giron M.,Tiafoe F.,Tiafoe F.,73,16,2-6 2-6    ,2,0
59550,BNP Paribas Open,2023-03-11,Masters 1000,Outdoor,Hard,2nd Round,3,Rublev A.,Lehecka J.,Rublev A.,7,47,6-4 6-2    ,2,0
59551,BNP Paribas Open,2023-03-11,Masters 1000,Outdoor,Hard,2nd Round,3,Evans D.,Draper J.,Draper J.,29,56,4-6 2-6    ,2,0
59552,BNP Paribas Open,2023-03-11,Masters 1000,Outdoor,Hard,2nd Round,3,Sinner J.,Gasquet R.,Sinner J.,13,43,6-3 7-6    ,2,1
59553,BNP Paribas Open,2023-03-11,Masters 1000,Outdoor,Hard,2nd Round,3,Martinez P.,Auger-Aliassime F.,Auger-Aliassime F.,120,10,6-7 4-6    ,2,1
59554,BNP Paribas Open,2023-03-11,Masters 1000,Outdoor,Hard,2nd Round,3,Wawrinka S.,Kecmanovic M.,Wawrinka S.,100,31,7-6 6-4    ,2,1
59555,BNP Paribas Open,2023-03-11,Masters 1000,Outdoor,Hard,2nd Round,3,Coric B.,Molcan A.,Molcan A.,20,63,3-6 3-6    ,2,0
59556,BNP Paribas Open,2023-03-11,Masters 1000,Outdoor,Hard,2nd Round,3,Paul T.,Struff J.L.,Paul T.,19,134,6-3 6-3    ,2,0
59557,BNP Paribas Open,2023-03-11,Masters 1000,Outdoor,Hard,2nd Round,3,De Minaur A.,Fucsovics M.,Fucsovics M.,18,84,4-6 2-6    ,2,0
59558,BNP Paribas Open,2023-03-11,Masters 1000,Outdoor,Hard,2nd Round,3,Murray A.,Albot R.,Murray A.,55,109,6-4 6-3    ,2,0
59559,BNP Paribas Open,2023-03-11,Masters 1000,Outdoor,Hard,2nd Round,3,Sock J.,Cerundolo F.,Cerundolo F.,154,32,6-4 3-6 4-6   ,3,0
59560,BNP Paribas Open,2023-03-11,Masters 1000,Outdoor,Hard,2nd Round,3,Griekspoor T.,Pella G.,Griekspoor T.,36,739,7-6 7-6    ,2,2
59561,BNP Paribas Open,2023-03-11,Masters 1000,Outdoor,Hard,2nd Round,3,Shelton B.,Fritz T.,Fritz T.,41,5,6-4 4-6 3-6   ,3,0
59562,BNP Paribas Open,2023-03-11,Masters 1000,Outdoor,Hard,2nd Round,3,Mannarino A.,Musetti L.,Mannarino A.,68,21,6-4 6-4    ,2,0
59563,BNP Paribas Open,2023-03-12,Masters 1000,Outdoor,Hard,2nd Round,3,Popyrin A.,Hurkacz H.,Hurkacz H.,101,11,3-6 3-6    ,2,0
59564,BNP Paribas Open,2023-03-12,Masters 1000,Outdoor,Hard,2nd Round,3,Baez S.,Hijikata R.,Baez S.,35,130,6-3 6-1    ,2,0
59565,BNP Paribas Open,2023-03-12,Masters 1000,Outdoor,Hard,2nd Round,3,Mcdonald M.,Rune H.,Rune H.,53,8,5-7 3-6    ,2,0
59566,BNP Paribas Open,2023-03-12,Masters 1000,Outdoor,Hard,2nd Round,3,Alcaraz C.,Kokkinakis T.,Alcaraz C.,2,94,6-3 6-3    ,2,0
59567,BNP Paribas Open,2023-03-12,Masters 1000,Outdoor,Hard,3rd Round,3,Ruud C.,Garin C.,Garin C.,4,97,4-6 6-7    ,2,1
59568,BNP Paribas Open,2023-03-12,Masters 1000,Outdoor,Hard,3rd Round,3,Norrie C.,Daniel T.,Norrie C.,12,103,6-7 7-5 6-2   ,3,1
59569,BNP Paribas Open,2023-03-12,Masters 1000,Outdoor,Hard,3rd Round,3,Ruusuvuori E.,Zverev A.,Zverev A.,59,14,5-7 6-1 5-7   ,3,0
59570,BNP Paribas Open,2023-03-12,Masters 1000,Outdoor,Hard,3rd Round,3,Davidovich Fokina A.,Khachanov K.,Davidovich Fokina A.,28,15,6-3 1-6 6-4   ,3,0
59571,BNP Paribas Open,2023-03-12,Masters 1000,Outdoor,Hard,3rd Round,3,Kubler J.,Tiafoe F.,Tiafoe F.,75,16,3-6 2-6    ,2,0
59572,BNP Paribas Open,2023-03-12,Masters 1000,Outdoor,Hard,3rd Round,3,Rublev A.,Humbert U.,Rublev A.,7,77,7-5 6-3    ,2,0
59573,BNP Paribas Open,2023-03-13,Masters 1000,Outdoor,Hard,3rd Round,3,Ivashka I.,Medvedev D.,Medvedev D.,85,6,2-6 6-3 1-6   ,3,0
59574,BNP Paribas Open,2023-03-13,Masters 1000,Outdoor,Hard,3rd Round,3,Tabilo A.,Thompson J.,Tabilo A.,187,87,6-3 7-6    ,2,1
59575,BNP Paribas Open,2023-03-13,Masters 1000,Outdoor,Hard,3rd Round,3,Hurkacz H.,Paul T.,Paul T.,11,19,6-4 2-6 4-6   ,3,0
59576,BNP Paribas Open,2023-03-13,Masters 1000,Outdoor,Hard,3rd Round,3,Auger-Aliassime F.,Cerundolo F.,Auger-Aliassime F.,10,32,7-5 6-4    ,2,0
59577,BNP Paribas Open,2023-03-13,Masters 1000,Outdoor,Hard,3rd Round,3,Rune H.,Wawrinka S.,Wawrinka S.,8,100,2-6 7-6 5-7   ,3,1
59578,BNP Paribas Open,2023-03-13,Masters 1000,Outdoor,Hard,3rd Round,3,Fucsovics M.,Molcan A.,Fucsovics M.,84,63,6-4 6-2    ,2,0
59579,BNP Paribas Open,2023-03-13,Masters 1000,Outdoor,Hard,3rd Round,3,Baez S.,Fritz T.,Fritz T.,35,5,1-6 2-6    ,2,0
59580,BNP Paribas Open,2023-03-13,Masters 1000,Outdoor,Hard,3rd Round,3,Sinner J.,Mannarino A.,Sinner J.,13,68,7-6 6-4    ,2,1
59581,BNP Paribas Open,2023-03-14,Masters 1000,Outdoor,Hard,3rd Round,3,Murray A.,Draper J.,Draper J.,55,56,6-7 2-6    ,2,1
59582,BNP Paribas Open,2023-03-14,Masters 1000,Outdoor,Hard,3rd Round,3,Alcaraz C.,Griekspoor T.,Alcaraz C.,2,36,7-6 6-3    ,2,1
59583,BNP Paribas Open,2023-03-14,Masters 1000,Outdoor,Hard,4th Round,3,Garin C.,Davidovich Fokina A.,Davidovich Fokina A.,97,28,3-6 4-6    ,2,0
59584,BNP Paribas Open,2023-03-14,Masters 1000,Outdoor,Hard,4th Round,3,Medvedev D.,Zverev A.,Medvedev D.,6,14,6-7 7-6 7-5   ,3,2
59585,BNP Paribas Open,2023-03-14,Masters 1000,Outdoor,Hard,4th Round,3,Rublev A.,Norrie C.,Norrie C.,7,12,2-6 4-6    ,2,0
59586,BNP Paribas Open,2023-03-14,Masters 1000,Outdoor,Hard,4th Round,3,Fritz T.,Fucsovics M.,Fritz T.,5,84,6-4 6-3    ,2,0
59587,BNP Paribas Open,2023-03-14,Masters 1000,Outdoor,Hard,4th Round,3,Tabilo A.,Tiafoe F.,Tiafoe F.,187,16,4-6 4-6    ,2,0
59588,BNP Paribas Open,2023-03-15,Masters 1000,Outdoor,Hard,4th Round,3,Sinner J.,Wawrinka S.,Sinner J.,13,100,6-1 6-4    ,2,0
59589,BNP Paribas Open,2023-03-15,Masters 1000,Outdoor,Hard,4th Round,3,Paul T.,Auger-Aliassime F.,Auger-Aliassime F.,19,10,6-3 3-6 6-7   ,3,1
59590,BNP Paribas Open,2023-03-15,Masters 1000,Outdoor,Hard,Quarterfinals,3,Tiafoe F.,Norrie C.,Tiafoe F.,16,12,6-4 6-4    ,2,0
59591,BNP Paribas Open,2023-03-15,Masters 1000,Outdoor,Hard,Quarterfinals,3,Davidovich Fokina A.,Medvedev D.,Medvedev D.,28,6,3-6 5-7    ,2,0
59592,BNP Paribas Open,2023-03-16,Masters 1000,Outdoor,Hard,Quarterfinals,3,Sinner J.,Fritz T.,Sinner J.,13,5,6-4 4-6 6-4   ,3,0
59593,BNP Paribas Open,2023-03-17,Masters 1000,Outdoor,Hard,Quarterfinals,3,Auger-Aliassime F.,Alcaraz C.,Alcaraz C.,10,2,4-6 4-6    ,2,0
59594,BNP Paribas Open,2023-03-18,Masters 1000,Outdoor,Hard,Semifinals,3,Medvedev D.,Tiafoe F.,Medvedev D.,6,16,7-5 7-6    ,2,1
59595,BNP Paribas Open,2023-03-18,Masters 1000,Outdoor,Hard,Semifinals,3,Sinner J.,Alcaraz C.,Alcaraz C.,13,2,6-7 3-6    ,2,1
59596,BNP Paribas Open,2023-03-19,Masters 1000,Outdoor,Hard,The Final,3,Alcaraz C.,Medvedev D.,Alcaraz C.,2,6,6-3 6-2    ,2,0
59597,Miami Open,2023-03-22,Masters 1000,Outdoor,Hard,1st Round,3,Otte O.,Nakashima B.,Nakashima B.,85,45,6-7 3-6    ,2,1
59598,Miami Open,2023-03-22,Masters 1000,Outdoor,Hard,1st Round,3,Huesler M.A.,Ramos-Vinolas A.,Huesler M.A.,47,51,6-7 7-6 6-3   ,3,2
59599,Miami Open,2023-03-22,Masters 1000,Outdoor,Hard,1st Round,3,Meligeni Alves F.,Bagnis F.,Bagnis F.,164,100,3-6 6-1 4-6   ,3,0
59600,Miami Open,2023-03-22,Masters 1000,Outdoor,Hard,1st Round,3,Fucsovics M.,Cachin P.,Fucsovics M.,74,63,6-4 7-6    ,2,1
59601,Miami Open,2023-03-22,Masters 1000,Outdoor,Hard,1st Round,3,Varillas J.P.,Pella G.,Pella G.,88,581,6-1 3-6 2-6   ,3,0
59602,Miami Open,2023-03-22,Masters 1000,Outdoor,Hard,1st Round,3,Djere L.,Vukic A.,Djere L.,58,168,6-2 7-6    ,2,1
59603,Miami Open,2023-03-22,Masters 1000,Outdoor,Hard,1st Round,3,Bublik A.,Wolf J.J.,Wolf J.J.,48,50,5-7 3-6    ,2,0
59604,Miami Open,2023-03-22,Masters 1000,Outdoor,Hard,1st Round,3,Ivashka I.,Altmaier D.,Ivashka I.,80,114,6-2 6-1    ,2,0
59605,Miami Open,2023-03-22,Masters 1000,Outdoor,Hard,1st Round,3,Murray A.,Lajovic D.,Lajovic D.,52,76,4-6 5-7    ,2,0
59606,Miami Open,2023-03-22,Masters 1000,Outdoor,Hard,1st Round,3,Ruusuvuori E.,Borges N.,Ruusuvuori E.,54,68,6-1 6-4    ,2,0
59607,Miami Open,2023-03-22,Masters 1000,Outdoor,Hard,1st Round,3,Edmund K.,Wu Y.,Wu Y.,544,64,5-7 5-7    ,2,0
59608,Miami Open,2023-03-22,Masters 1000,Outdoor,Hard,1st Round,3,Struff J.L.,Fognini F.,Struff J.L.,103,91,6-4 5-7 6-4   ,3,0
59609,Miami Open,2023-03-23,Masters 1000,Outdoor,Hard,1st Round,3,Isner J.,Nava E.,Nava E.,46,182,6-7 6-7    ,2,2
59610,Miami Open,2023-03-23,Masters 1000,Outdoor,Hard,1st Round,3,Kovacevic A.,Munar J.,Kovacevic A.,102,66,7-6 2-6 6-1   ,3,1
59611,Miami Open,2023-03-23,Masters 1000,Outdoor,Hard,1st Round,3,Coria F.,Lehecka J.,Lehecka J.,67,44,3-6 4-6    ,2,0
59612,Miami Open,2023-03-23,Masters 1000,Outdoor,Hard,1st Round,3,Halys Q.,Martinez P.,Halys Q.,79,121,6-2 7-6    ,2,1
59613,Miami Open,2023-03-23,Masters 1000,Outdoor,Hard,1st Round,3,Giron M.,Garin C.,Garin C.,71,82,4-6 6-2 4-6   ,3,0
59614,Miami Open,2023-03-23,Masters 1000,Outdoor,Hard,1st Round,3,Mannarino A.,Shang J.,Mannarino A.,62,181,1-6 6-4 6-2   ,3,0
59615,Miami Open,2023-03-23,Masters 1000,Outdoor,Hard,1st Round,3,Thompson J.,Molcan A.,Molcan A.,83,56,2-6 6-4 3-6   ,3,0
59616,Miami Open,2023-03-23,Masters 1000,Outdoor,Hard,1st Round,3,Eubanks C.,Kudla D.,Eubanks C.,119,122,7-6 6-2    ,2,1
59617,Miami Open,2023-03-23,Masters 1000,Outdoor,Hard,1st Round,3,Galan D.E.,Mcdonald M.,Mcdonald M.,89,55,4-6 2-6    ,2,0
59618,Miami Open,2023-03-23,Masters 1000,Outdoor,Hard,1st Round,3,Watanuki Y.,Paire B.,Watanuki Y.,123,170,6-4 7-5    ,2,0
59619,Miami Open,2023-03-23,Masters 1000,Outdoor,Hard,1st Round,3,O Connell C.,Gasquet R.,Gasquet R.,86,40,4-6 6-3 1-6   ,3,0
59620,Miami Open,2023-03-23,Masters 1000,Outdoor,Hard,1st Round,3,Monteiro T.,Kubler J.,Monteiro T.,81,70,6-4 7-6    ,2,1
59621,Miami Open,2023-03-23,Masters 1000,Outdoor,Hard,1st Round,3,Safiullin R.,Barrere G.,Barrere G.,104,65,4-6 6-3 3-6   ,3,0
59622,Miami Open,2023-03-23,Masters 1000,Outdoor,Hard,1st Round,3,Etcheverry T.,Kotov P.,Etcheverry T.,73,117,6-2 6-2    ,2,0
59623,Miami Open,2023-03-23,Masters 1000,Outdoor,Hard,1st Round,3,Thiem D.,Sonego L.,Sonego L.,106,59,6-7 2-6    ,2,1
59624,Miami Open,2023-03-24,Masters 1000,Outdoor,Hard,1st Round,3,Kokkinakis T.,Bergs Z.,Kokkinakis T.,94,135,4-6 6-3 7-6   ,3,1
59625,Miami Open,2023-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Bautista Agut R.,Ruusuvuori E.,Ruusuvuori E.,28,54,4-6 6-7    ,2,1
59626,Miami Open,2023-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Shapovalov D.,Pella G.,Shapovalov D.,30,581,6-3 3-6 6-3   ,3,0
59627,Miami Open,2023-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Wolf J.J.,Rublev A.,Rublev A.,50,7,6-7 4-6    ,2,1
59628,Miami Open,2023-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Sinner J.,Djere L.,Sinner J.,11,58,6-4 6-2    ,2,0
59629,Miami Open,2023-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Wu Y.,Schwartzman D.,Schwartzman D.,64,38,6-7 1-6    ,2,1
59630,Miami Open,2023-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Van De Zandschulp B.,Popyrin A.,Van De Zandschulp B.,32,93,4-6 7-6 6-2   ,3,1
59631,Miami Open,2023-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Huesler M.A.,Paul T.,Paul T.,47,19,7-5 3-6 4-6   ,3,0
59632,Miami Open,2023-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Fritz T.,Nava E.,Fritz T.,10,182,6-4 6-1    ,2,0
59633,Miami Open,2023-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Humbert U.,Kecmanovic M.,Kecmanovic M.,78,35,4-6 7-6 6-7   ,3,2
59634,Miami Open,2023-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Dimitrov G.,Struff J.L.,Dimitrov G.,27,103,4-6 7-6 6-4   ,3,1
59635,Miami Open,2023-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Bagnis F.,Alcaraz C.,Alcaraz C.,100,1,0-6 2-6    ,2,0
59636,Miami Open,2023-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Davidovich Fokina A.,Nakashima B.,Davidovich Fokina A.,25,45,6-4 7-6    ,2,1
59637,Miami Open,2023-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Cressy M.,Lajovic D.,Lajovic D.,37,76,4-6 6-7    ,2,1
59638,Miami Open,2023-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Ruud C.,Ivashka I.,Ruud C.,4,80,6-2 6-3    ,2,0
59639,Miami Open,2023-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Fucsovics M.,Rune H.,Rune H.,74,8,3-6 5-7    ,2,0
59640,Miami Open,2023-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Daniel T.,Zverev A.,Daniel T.,97,15,6-0 6-4    ,2,0
59641,Miami Open,2023-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Kovacevic A.,Cerundolo F.,Cerundolo F.,102,31,4-6 4-6    ,2,0
59642,Miami Open,2023-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Eubanks C.,Coric B.,Eubanks C.,119,20,3-6 6-4 6-2   ,3,0
59643,Miami Open,2023-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Musetti L.,Lehecka J.,Lehecka J.,21,44,4-6 4-6    ,2,0
59644,Miami Open,2023-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Garin C.,Baez S.,Garin C.,82,33,7-6 6-3    ,2,1
59645,Miami Open,2023-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Berrettini M.,Mcdonald M.,Mcdonald M.,23,55,6-7 6-7    ,2,2
59646,Miami Open,2023-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Molcan A.,Nishioka Y.,Molcan A.,56,34,7-6 1-6 6-2   ,3,1
59647,Miami Open,2023-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,De Minaur A.,Halys Q.,Halys Q.,18,79,7-6 6-7 6-7   ,3,3
59648,Miami Open,2023-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Auger-Aliassime F.,Monteiro T.,Auger-Aliassime F.,6,81,7-6 7-6    ,2,2
59649,Miami Open,2023-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Evans D.,Sonego L.,Sonego L.,29,59,6-4 3-6 2-6   ,3,0
59650,Miami Open,2023-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Hurkacz H.,Kokkinakis T.,Hurkacz H.,9,94,6-7 7-6 7-6   ,3,3
59651,Miami Open,2023-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Etcheverry T.,Khachanov K.,Khachanov K.,73,16,1-6 6-3 3-6   ,3,0
59652,Miami Open,2023-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Medvedev D.,Carballes Baena R.,Medvedev D.,5,84,6-1 6-2    ,2,0
59653,Miami Open,2023-03-26,Masters 1000,Outdoor,Hard,2nd Round,3,Watanuki Y.,Tiafoe F.,Tiafoe F.,123,14,7-6 6-7 4-6   ,3,2
59654,Miami Open,2023-03-26,Masters 1000,Outdoor,Hard,2nd Round,3,Barrere G.,Norrie C.,Barrere G.,65,12,6-3 6-2    ,2,0
59655,Miami Open,2023-03-26,Masters 1000,Outdoor,Hard,2nd Round,3,Shelton B.,Mannarino A.,Mannarino A.,39,62,4-6 6-3 1-6   ,3,0
59656,Miami Open,2023-03-26,Masters 1000,Outdoor,Hard,3rd Round,3,Paul T.,Davidovich Fokina A.,Paul T.,19,25,6-3 7-5    ,2,0
59657,Miami Open,2023-03-26,Masters 1000,Outdoor,Hard,3rd Round,3,Schwartzman D.,Rune H.,Rune H.,38,8,4-6 2-6    ,2,0
59658,Miami Open,2023-03-26,Masters 1000,Outdoor,Hard,3rd Round,3,Fritz T.,Shapovalov D.,Fritz T.,10,30,6-4 6-4    ,2,0
59659,Miami Open,2023-03-26,Masters 1000,Outdoor,Hard,3rd Round,3,Kecmanovic M.,Rublev A.,Rublev A.,35,7,1-6 2-6    ,2,0
59660,Miami Open,2023-03-26,Masters 1000,Outdoor,Hard,3rd Round,3,Ruusuvuori E.,Daniel T.,Ruusuvuori E.,54,97,6-3 7-6    ,2,1
59661,Miami Open,2023-03-26,Masters 1000,Outdoor,Hard,3rd Round,3,Lajovic D.,Alcaraz C.,Alcaraz C.,76,1,0-6 6-7    ,2,1
59662,Miami Open,2023-03-27,Masters 1000,Outdoor,Hard,3rd Round,3,Sinner J.,Dimitrov G.,Sinner J.,11,27,6-3 6-4    ,2,0
59663,Miami Open,2023-03-27,Masters 1000,Outdoor,Hard,3rd Round,3,Ruud C.,Van De Zandschulp B.,Van De Zandschulp B.,4,32,6-3 4-6 4-6   ,3,0
59664,Miami Open,2023-03-27,Masters 1000,Outdoor,Hard,3rd Round,3,Khachanov K.,Lehecka J.,Khachanov K.,16,44,6-2 6-4    ,2,0
59665,Miami Open,2023-03-27,Masters 1000,Outdoor,Hard,3rd Round,3,Garin C.,Tsitsipas S.,Tsitsipas S.,82,3,3-6 6-4 4-6   ,3,0
59666,Miami Open,2023-03-27,Masters 1000,Outdoor,Hard,3rd Round,3,Halys Q.,Mcdonald M.,Halys Q.,79,55,7-6 6-3    ,2,1
59667,Miami Open,2023-03-27,Masters 1000,Outdoor,Hard,3rd Round,3,Auger-Aliassime F.,Cerundolo F.,Cerundolo F.,6,31,2-6 5-7    ,2,0
59668,Miami Open,2023-03-27,Masters 1000,Outdoor,Hard,3rd Round,3,Mannarino A.,Hurkacz H.,Mannarino A.,62,9,7-6 7-6    ,2,2
59669,Miami Open,2023-03-27,Masters 1000,Outdoor,Hard,3rd Round,3,Barrere G.,Eubanks C.,Eubanks C.,65,119,3-6 6-7    ,2,1
59670,Miami Open,2023-03-28,Masters 1000,Outdoor,Hard,3rd Round,3,Sonego L.,Tiafoe F.,Sonego L.,59,14,6-3 6-4    ,2,0
59671,Miami Open,2023-03-28,Masters 1000,Outdoor,Hard,4th Round,3,Rublev A.,Sinner J.,Sinner J.,7,11,2-6 4-6    ,2,0
59672,Miami Open,2023-03-28,Masters 1000,Outdoor,Hard,4th Round,3,Fritz T.,Rune H.,Fritz T.,10,8,6-3 6-4    ,2,0
59673,Miami Open,2023-03-28,Masters 1000,Outdoor,Hard,4th Round,3,Van De Zandschulp B.,Ruusuvuori E.,Ruusuvuori E.,32,54,6-4 4-6 5-7   ,3,0
59674,Miami Open,2023-03-28,Masters 1000,Outdoor,Hard,4th Round,3,Alcaraz C.,Paul T.,Alcaraz C.,1,19,6-4 6-4    ,2,0
59675,Miami Open,2023-03-28,Masters 1000,Outdoor,Hard,4th Round,3,Tsitsipas S.,Khachanov K.,Khachanov K.,3,16,6-7 4-6    ,2,1
59676,Miami Open,2023-03-28,Masters 1000,Outdoor,Hard,4th Round,3,Eubanks C.,Mannarino A.,Eubanks C.,119,62,7-6 7-6    ,2,2
59677,Miami Open,2023-03-29,Masters 1000,Outdoor,Hard,4th Round,3,Sonego L.,Cerundolo F.,Cerundolo F.,59,31,6-3 3-6 2-6   ,3,0
59678,Miami Open,2023-03-29,Masters 1000,Outdoor,Hard,4th Round,3,Medvedev D.,Halys Q.,Medvedev D.,5,79,6-4 6-2    ,2,0
59679,Miami Open,2023-03-29,Masters 1000,Outdoor,Hard,Quarterfinals,3,Ruusuvuori E.,Sinner J.,Sinner J.,54,11,3-6 1-6    ,2,0
59680,Miami Open,2023-03-30,Masters 1000,Outdoor,Hard,Quarterfinals,3,Medvedev D.,Eubanks C.,Medvedev D.,5,119,6-3 7-5    ,2,0
59681,Miami Open,2023-03-30,Masters 1000,Outdoor,Hard,Quarterfinals,3,Cerundolo F.,Khachanov K.,Khachanov K.,31,16,3-6 2-6    ,2,0
59682,Miami Open,2023-03-31,Masters 1000,Outdoor,Hard,Quarterfinals,3,Alcaraz C.,Fritz T.,Alcaraz C.,1,10,6-4 6-2    ,2,0
59683,Miami Open,2023-03-31,Masters 1000,Outdoor,Hard,Semifinals,3,Khachanov K.,Medvedev D.,Medvedev D.,16,5,6-7 6-3 3-6   ,3,1
59684,Miami Open,2023-04-01,Masters 1000,Outdoor,Hard,Semifinals,3,Sinner J.,Alcaraz C.,Sinner J.,11,1,6-7 6-4 6-2   ,3,1
59685,Miami Open,2023-04-02,Masters 1000,Outdoor,Hard,The Final,3,Sinner J.,Medvedev D.,Medvedev D.,11,5,5-7 3-6    ,2,0
59766,Monte Carlo Masters,2023-04-09,Masters 1000,Outdoor,Clay,1st Round,3,Jarry N.,Coric B.,Jarry N.,58,20,6-2 6-3    ,2,0
59767,Monte Carlo Masters,2023-04-09,Masters 1000,Outdoor,Clay,1st Round,3,Huesler M.A.,Munar J.,Munar J.,60,83,6-7 6-4 4-6   ,3,1
59768,Monte Carlo Masters,2023-04-09,Masters 1000,Outdoor,Clay,1st Round,3,Hurkacz H.,Djere L.,Hurkacz H.,13,62,6-7 7-6 7-6   ,3,3
59769,Monte Carlo Masters,2023-04-10,Masters 1000,Outdoor,Clay,1st Round,3,Fucsovics M.,Van De Zandschulp B.,Van De Zandschulp B.,73,31,6-3 6-7 1-6   ,3,1
59770,Monte Carlo Masters,2023-04-10,Masters 1000,Outdoor,Clay,1st Round,3,Wawrinka S.,Griekspoor T.,Wawrinka S.,90,35,5-7 6-3 6-4   ,3,0
59771,Monte Carlo Masters,2023-04-10,Masters 1000,Outdoor,Clay,1st Round,3,Zapata Miralles B.,Bonzi B.,Bonzi B.,41,48,1-6 5-7    ,2,0
59772,Monte Carlo Masters,2023-04-10,Masters 1000,Outdoor,Clay,1st Round,3,Cerundolo F.,Norrie C.,Cerundolo F.,33,14,6-3 6-4    ,2,0
59773,Monte Carlo Masters,2023-04-10,Masters 1000,Outdoor,Clay,1st Round,3,Baez S.,Draper J.,Draper J.,32,56,3-6 5-7    ,2,0
59774,Monte Carlo Masters,2023-04-10,Masters 1000,Outdoor,Clay,1st Round,3,Popyrin A.,Lajovic D.,Popyrin A.,94,69,7-6 6-3    ,2,1
59775,Monte Carlo Masters,2023-04-10,Masters 1000,Outdoor,Clay,1st Round,3,Ramos-Vinolas A.,Struff J.L.,Struff J.L.,50,100,4-6 3-6    ,2,0
59776,Monte Carlo Masters,2023-04-10,Masters 1000,Outdoor,Clay,1st Round,3,Berrettini M.,Cressy M.,Berrettini M.,22,40,6-4 6-2    ,2,0
59777,Monte Carlo Masters,2023-04-10,Masters 1000,Outdoor,Clay,1st Round,3,Mcdonald M.,Gakhov I.,Gakhov I.,52,198,6-7 6-2 3-6   ,3,1
59778,Monte Carlo Masters,2023-04-10,Masters 1000,Outdoor,Clay,1st Round,3,Schwartzman D.,Goffin D.,Schwartzman D.,37,85,6-4 6-2    ,2,0
59779,Monte Carlo Masters,2023-04-10,Masters 1000,Outdoor,Clay,1st Round,3,Murray A.,De Minaur A.,De Minaur A.,54,19,1-6 3-6    ,2,0
